Start,DoS,Path,Msg
/wiki/Advantage_(album),19,"['https://en.wikipedia.org/wiki/Advantage_(album)', 'https://en.wikipedia.org/wiki/Allmusic', 'https://en.wikipedia.org/wiki/Online_database', 'https://en.wikipedia.org/wiki/Database', 'https://en.wikipedia.org/wiki/Computing', 'https://en.wikipedia.org/wiki/Computer', 'https://en.wikipedia.org/wiki/Machine', 'https://en.wikipedia.org/wiki/Power_(physics)', 'https://en.wikipedia.org/wiki/Physics', 'https://en.wikipedia.org/wiki/Natural_science', 'https://en.wikipedia.org/wiki/Branches_of_science', 'https://en.wikipedia.org/wiki/Sciences', 'https://en.wikipedia.org/wiki/Scientific_method', 'https://en.wikipedia.org/wiki/Empirical_evidence', 'https://en.wikipedia.org/wiki/Proposition', 'https://en.wikipedia.org/wiki/Philosophy_of_language', 'https://en.wikipedia.org/wiki/Analytic_philosophy', 'https://en.wikipedia.org/wiki/Contemporary_philosophy', 'https://en.wikipedia.org/wiki/Western_philosophy', 'https://en.wikipedia.org/wiki/Philosophy']",OK - normal path.
/wiki/Black_Path,21,"['https://en.wikipedia.org/wiki/Black_Path', 'https://en.wikipedia.org/wiki/London', 'https://en.wikipedia.org/wiki/List_of_urban_areas_in_the_United_Kingdom', 'https://en.wikipedia.org/wiki/Urban_area', 'https://en.wikipedia.org/wiki/Human_settlement', 'https://en.wikipedia.org/wiki/Geography', 'https://en.wikipedia.org/wiki/Earth', 'https://en.wikipedia.org/wiki/Planet', 'https://en.wikipedia.org/wiki/Hydrostatic_equilibrium', 'https://en.wikipedia.org/wiki/Fluid_mechanics', 'https://en.wikipedia.org/wiki/Physics']",OK - short path at /wiki/Physics (last idx: 10).
/wiki/S%C3%A9bastien_Cantini,22,"['https://en.wikipedia.org/wiki/S%C3%A9bastien_Cantini', 'https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Team_sport', 'https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Physical_activity', 'https://en.wikipedia.org/wiki/Skeletal_muscle', 'https://en.wikipedia.org/wiki/Organ_(biology)', 'https://en.wikipedia.org/wiki/Organism', 'https://en.wikipedia.org/wiki/Life', 'https://en.wikipedia.org/wiki/Matter', 'https://en.wikipedia.org/wiki/Classical_physics', 'https://en.wikipedia.org/wiki/Physics']",OK - short path at /wiki/Physics (last idx: 11).
/wiki/Umluj,13,"['https://en.wikipedia.org/wiki/Umluj', 'https://en.wikipedia.org/wiki/List_of_governorates_of_Saudi_Arabia', 'https://en.wikipedia.org/wiki/Emirates_of_Saudi_Arabia', 'https://en.wikipedia.org/wiki/Administrative_division', 'https://en.wikipedia.org/wiki/Sovereign_state', 'https://en.wikipedia.org/wiki/State_(polity)', 'https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Decision-making', 'https://en.wikipedia.org/wiki/Psychology', 'https://en.wikipedia.org/wiki/Mind', 'https://en.wikipedia.org/wiki/Thought', 'https://en.wikipedia.org/wiki/Consciousness', 'https://en.wikipedia.org/wiki/Awareness', 'https://en.wikipedia.org/wiki/Philosophy']",OK - normal path.
/wiki/Sea_Eye_Lake,18,"['https://en.wikipedia.org/wiki/Sea_Eye_Lake', 'https://en.wikipedia.org/wiki/Karst_lake', 'https://en.wikipedia.org/wiki/Cave', 'https://en.wikipedia.org/wiki/Earth#Surface', 'https://en.wikipedia.org/wiki/Planet']",OK - short path at /wiki/Planet (last idx: 4).
/wiki/T%C3%A9m%C3%A9raire-class_ship_of_the_line,21,"['https://en.wikipedia.org/wiki/T%C3%A9m%C3%A9raire-class_ship_of_the_line', 'https://en.wikipedia.org/wiki/74-gun', 'https://en.wikipedia.org/wiki/Gun_deck', 'https://en.wikipedia.org/wiki/Deck_(ship)', 'https://en.wikipedia.org/wiki/Compartment_(ship)', 'https://en.wikipedia.org/wiki/Ship', 'https://en.wikipedia.org/wiki/Watercraft', 'https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Machine']",OK - short path at /wiki/Machine (last idx: 8).
/wiki/Wibbly_Wobbly_Wonder,21,"['https://en.wikipedia.org/wiki/Wibbly_Wobbly_Wonder', 'https://en.wikipedia.org/wiki/Ice_cream', 'https://en.wikipedia.org/wiki/Frozen_dessert', 'https://en.wikipedia.org/wiki/Dessert', 'https://en.wikipedia.org/wiki/Course_(food)', 'https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Organism']",OK - short path at /wiki/Organism (last idx: 6).
/wiki/Taebaek_Mountains,20,"['https://en.wikipedia.org/wiki/Taebaek_Mountains', 'https://en.wikipedia.org/wiki/North_Korea', 'https://en.wikipedia.org/wiki/East_Asia', 'https://en.wikipedia.org/wiki/Region', 'https://en.wikipedia.org/wiki/Geography']",OK - short path at /wiki/Geography (last idx: 4).
/wiki/Comoros%E2%80%93North_Korea_relations,11,"['https://en.wikipedia.org/wiki/Comoros%E2%80%93North_Korea_relations', 'https://en.wikipedia.org/wiki/Bilateralism', 'https://en.wikipedia.org/wiki/Sovereign_state']",OK - short path at /wiki/Sovereign_state (last idx: 2).
/wiki/Miss_Per%C3%BA_2014,-1,"['https://en.wikipedia.org/wiki/Miss_Per%C3%BA_2014', 'https://en.wikipedia.org/wiki/Miss_Peru', 'https://en.wikipedia.org/wiki/Beauty_pageant', 'https://en.wikipedia.org/wiki/Big_Four_international_beauty_pageants', 'https://en.wikipedia.org/wiki/List_of_beauty_pageants#Major']",NOK - looped at /wiki/Beauty_pageant (link idx: 2; last idx: 4)
/wiki/Anne_Conlon,22,"['https://en.wikipedia.org/wiki/Anne_Conlon', 'https://en.wikipedia.org/wiki/Neutral_Bay,_New_South_Wales', 'https://en.wikipedia.org/wiki/Suburb', 'https://en.wikipedia.org/wiki/Metropolitan_area', 'https://en.wikipedia.org/wiki/Urban_area']",OK - short path at /wiki/Urban_area (last idx: 4).
/wiki/Steel_Industries_Kerala_Limited,11,"['https://en.wikipedia.org/wiki/Steel_Industries_Kerala_Limited', 'https://en.wikipedia.org/wiki/Kerala', 'https://en.wikipedia.org/wiki/Malayalam', 'https://en.wikipedia.org/wiki/Dravidian_languages', 'https://en.wikipedia.org/wiki/Language_family', 'https://en.wikipedia.org/wiki/Language', 'https://en.wikipedia.org/wiki/Communication', 'https://en.wikipedia.org/wiki/Information', 'https://en.wikipedia.org/wiki/Abstraction', 'https://en.wikipedia.org/wiki/Rule_of_inference', 'https://en.wikipedia.org/wiki/Philosophy_of_logic', 'https://en.wikipedia.org/wiki/Philosophy']",OK - normal path.
/wiki/Yutong_City_Master,18,"['https://en.wikipedia.org/wiki/Yutong_City_Master', 'https://en.wikipedia.org/wiki/Low-floor_bus', 'https://en.wikipedia.org/wiki/Bus', 'https://en.wikipedia.org/wiki/Road_vehicle', 'https://en.wikipedia.org/wiki/Vehicle']",OK - short path at /wiki/Vehicle (last idx: 4).
/wiki/Battles_of_the_Isonzo,-1,"['https://en.wikipedia.org/wiki/Battles_of_the_Isonzo', 'https://en.wikipedia.org/wiki/Italian_front_(World_War_I)', 'https://en.wikipedia.org/wiki/World_War_I', 'https://en.wikipedia.org/wiki/European_theatre_of_World_War_I']",NOK - looped at /wiki/World_War_I (link idx: 2; last idx: 3)
/wiki/Gitura_Mwaura,14,"['https://en.wikipedia.org/wiki/Gitura_Mwaura', 'https://en.wikipedia.org/wiki/Nairobi,_Kenya', 'https://en.wikipedia.org/wiki/Capital_city', 'https://en.wikipedia.org/wiki/Municipality', 'https://en.wikipedia.org/wiki/Administrative_division']",OK - short path at /wiki/Administrative_division (last idx: 4).
/wiki/Just_You_and_I_(Namie_Amuro_song),23,"['https://en.wikipedia.org/wiki/Just_You_and_I_(Namie_Amuro_song)', 'https://en.wikipedia.org/wiki/Namie_Amuro', 'https://en.wikipedia.org/wiki/Japanese_idol', 'https://en.wikipedia.org/wiki/Japanese_popular_culture', 'https://en.wikipedia.org/wiki/Cinema_of_Japan', 'https://en.wikipedia.org/wiki/Japan', 'https://en.wikipedia.org/wiki/Island_country', 'https://en.wikipedia.org/wiki/Country', 'https://en.wikipedia.org/wiki/Earth']",OK - short path at /wiki/Earth (last idx: 8).
/wiki/1976_Baltimore_International,11,"['https://en.wikipedia.org/wiki/1976_Baltimore_International', 'https://en.wikipedia.org/wiki/Tennis', 'https://en.wikipedia.org/wiki/List_of_racket_sports', 'https://en.wikipedia.org/wiki/Game', 'https://en.wikipedia.org/wiki/Play_(activity)', 'https://en.wikipedia.org/wiki/Motivation#Intrinsic', 'https://en.wikipedia.org/wiki/Mental_state', 'https://en.wikipedia.org/wiki/Mind']",OK - short path at /wiki/Mind (last idx: 7).
/wiki/UWRF_ZISU_Partnership,9,"['https://en.wikipedia.org/wiki/UWRF_ZISU_Partnership', 'https://en.wikipedia.org/wiki/University_of_Wisconsin-River_Falls', 'https://en.wikipedia.org/wiki/Public_university', 'https://en.wikipedia.org/wiki/University', 'https://en.wikipedia.org/wiki/Educational_institution', 'https://en.wikipedia.org/wiki/Education', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Declarative_knowledge', 'https://en.wikipedia.org/wiki/Awareness']",OK - short path at /wiki/Awareness (last idx: 8).
/wiki/Philadelphia_Charge,22,"['https://en.wikipedia.org/wiki/Philadelphia_Charge', 'https://en.wikipedia.org/wiki/Soccer', 'https://en.wikipedia.org/wiki/Team_sport']",OK - short path at /wiki/Team_sport (last idx: 2).
"/wiki/Prhati,_Vi%C5%A1njan",21,"['https://en.wikipedia.org/wiki/Prhati,_Vi%C5%A1njan', 'https://en.wikipedia.org/wiki/Vi%C5%A1njan', 'https://en.wikipedia.org/wiki/Istria', 'https://en.wikipedia.org/wiki/Peninsula', 'https://en.wikipedia.org/wiki/Landform', 'https://en.wikipedia.org/wiki/Land', 'https://en.wikipedia.org/wiki/Earth']",OK - short path at /wiki/Earth (last idx: 6).
/wiki/Mugberia_Gangadhar_Mahavidyalaya,13,"['https://en.wikipedia.org/wiki/Mugberia_Gangadhar_Mahavidyalaya', 'https://en.wikipedia.org/wiki/Purba_Medinipur_district', 'https://en.wikipedia.org/wiki/District', 'https://en.wikipedia.org/wiki/Administrative_division']",OK - short path at /wiki/Administrative_division (last idx: 3).
/wiki/Deutschv%C3%B6lkischer_Schutz-_und_Trutzbund,20,"['https://en.wikipedia.org/wiki/Deutschv%C3%B6lkischer_Schutz-_und_Trutzbund', 'https://en.wikipedia.org/wiki/Antisemitic', 'https://en.wikipedia.org/wiki/Jews', 'https://en.wikipedia.org/wiki/Ethnoreligious_group', 'https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Social_system', 'https://en.wikipedia.org/wiki/Sociology', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Individual', 'https://en.wikipedia.org/wiki/Entity', 'https://en.wikipedia.org/wiki/Existence', 'https://en.wikipedia.org/wiki/Reality', 'https://en.wikipedia.org/wiki/Universe', 'https://en.wikipedia.org/wiki/Space', 'https://en.wikipedia.org/wiki/Three-dimensional_space', 'https://en.wikipedia.org/wiki/Geometry', 'https://en.wikipedia.org/wiki/Mathematics', 'https://en.wikipedia.org/wiki/Knowledge']",OK - short path at /wiki/Knowledge (last idx: 17).
/wiki/2019_Boston_Cannons_season,23,"['https://en.wikipedia.org/wiki/2019_Boston_Cannons_season', 'https://en.wikipedia.org/wiki/Boston_Cannons', 'https://en.wikipedia.org/wiki/Field_lacrosse', 'https://en.wikipedia.org/wiki/Full_contact_sport', 'https://en.wikipedia.org/wiki/Sport']",OK - short path at /wiki/Sport (last idx: 4).
